Date,Open,High,Low,Close,Volume,Adj Close
03/03/2014,40.9,47.97,38.06,47.5,1779100,46.98748
01/04/2014,47.26,48,43.95,45.19,1198700,44.70241
01/05/2014,45.19,45.99,42.79,43.83,1809200,43.35709
02/06/2014,43.62,48.42,43.62,46.67,5231800,46.16644
01/07/2014,47,48.1,44.86,44.99,2283300,44.50457
01/08/2014,44.9,46,43,45.11,5119900,44.62327
01/09/2014,45.05,46.4,41.89,42.49,2113300,42.03154
01/10/2014,42.49,43.23,37.87,42.06,3050600,41.60618
03/11/2014,42.18,43.5,40.22,43,1988500,42.53604
01/12/2014,42.56,43.2,37.15,40.77,1516200,40.3301
01/01/2015,40.77,42.1,38.63,40.12,2206200,39.68711
02/02/2015,40.12,46,39.53,45.85,2328700,45.35529
02/03/2015,46,47.48,44.01,44.59,4528400,44.10888
01/04/2015,44.55,47.9,44.01,46.07,2316000,45.57291
01/05/2015,46.07,48.09,45.5,46.31,1902500,46.31
01/06/2015,46.39,49.65,45,47.46,1451600,47.46
01/07/2015,47.37,54.24,47.37,52.42,1880400,52.42
03/08/2015,53.2,54.1,45,51.62,1964200,51.62
01/09/2015,51.59,51.99,48.88,50.22,1339600,50.22
01/10/2015,50.22,56.5,50.15,54.28,1689200,54.28
02/11/2015,54.28,61.6,54.28,59.06,1952500,59.06
01/12/2015,60,60.88,54.85,59.85,1435300,59.85
01/01/2016,59.85,64.95,55.72,64.2,1566000,64.2
01/02/2016,64.2,68.93,61.66,68.2,1991100,68.2
01/03/2016,67.16,68.98,63.34,64.84,2072600,64.84
