Date,Open,High,Low,Close,Volume,Adj Close
03/01/2000,42.3501,45.6999,37.4001,39.3,4744000,12.17925
01/02/2000,39.3999,47.3001,39,41.7,5394700,12.92302
01/03/2000,42.5001,50.4999,41.7,41.7,3372300,12.92302
03/04/2000,42.0501,45,33.3999,37.2501,3550200,11.54397
01/05/2000,37.2501,38.7999,29.49999,36,5349200,11.15656
01/06/2000,36.45,42.8001,35.4999,42,4748100,13.01599
03/07/2000,45,45.15,38.4,38.7,4666500,11.9933
01/08/2000,38.7999,42,37.4001,41.6001,2628300,12.89206
01/09/2000,42.2001,42.6,36,36.6999,3501000,11.37346
02/10/2000,36.9999,37.8,32.1999,36.3999,3390000,11.28049
01/11/2000,36.2499,37.5,31.8,32.0001,2681100,9.91698
01/12/2000,32.0001,33.9,24.6,28.59999,2651400,8.86327
01/01/2001,28.59999,33.15,28.05,30.6999,5033500,9.51404
01/02/2001,30.6999,32.01,27.80001,30.42,4530600,9.42729
01/03/2001,30.4599,34.5801,30,33.69,2782100,10.44068
02/04/2001,33.9999,37.5201,32.6499,35.3601,2658800,10.95825
01/05/2001,35.3601,39.6999,34.4001,39.4701,3801500,12.23196
01/06/2001,39.9999,41.6001,36.8001,38.4999,2289900,11.93129
02/07/2001,38.55,39.9999,34.4799,36,2471800,11.15656
01/08/2001,36,37.5,33.9999,35.9199,2601000,11.13174
03/09/2001,35.9199,36.42,24.39999,26.91,3065000,8.33953
01/10/2001,27,31.59,26.67999,28.83999,4987900,8.93764
01/11/2001,29.00001,31.68,28.74999,31.1901,2774100,9.66595
03/12/2001,31.2399,33.7599,30.9999,31.02,3588800,9.61324
01/01/2002,31.02,37.4001,31.02,37.0701,4265600,11.48819
01/02/2002,37.11,37.5,33.99,36.39,2810400,11.27742
01/03/2002,36.6,42.5001,36.0501,41.9499,3952100,13.00046
01/04/2002,39,46.5,39,45.0501,3422200,13.96123
01/05/2002,45.0501,45.5301,40.4001,40.44,2673800,12.53254
03/06/2002,40.56,41.1999,36.9501,39.0501,3062700,12.1018
01/07/2002,39.0099,41.34,34.8,37.1001,2410700,11.49749
01/08/2002,37.2,38.8599,33.5001,37.2801,2605500,11.55327
02/09/2002,37.1799,39.24,34.2,34.56,1900900,10.7103
01/10/2002,34.5699,39.3999,34.35,36.9099,3178200,11.43854
01/11/2002,36.9099,38.6001,35.1201,38.1999,2238500,11.83832
02/12/2002,38.4,39.5001,36.9,37.9299,1087100,11.75465
01/01/2003,37.9299,38.4501,35.9001,36.6501,1448800,11.35803
03/02/2003,36.6999,36.9999,33.3,35.76,2081100,11.08218
03/03/2003,35.76,37.0101,33.6999,35.8599,1905100,11.11314
01/04/2003,35.7,39.24,35.1999,38.9001,1851600,12.05532
01/05/2003,38.9001,42.5001,38.0799,41.0799,2486800,12.73085
02/06/2003,41.1999,45.0999,41.0001,43.0101,2198800,13.32902
01/07/2003,42.8001,43.5999,39.18,40.65,2982700,12.59762
01/08/2003,40.5999,399.99896,39.45,41.04,4944100,12.71848
01/09/2003,41.04,42,40.08,41.8701,4487700,12.97573
01/10/2003,41.8701,42.9999,38.1999,39.4701,5414000,12.23196
03/11/2003,39.57,41.49,38.1999,39.42,5820900,12.21644
01/12/2003,39.48,41.4801,38.4,41.4801,2644300,12.85487
02/01/2004,41.4999,47.0001,40.8501,45.5901,5469500,14.12858
02/02/2004,45.5901,50.7099,45.5001,49.6701,4461200,15.39299
01/03/2004,50.0001,55.5,50.0001,54.9699,4888700,17.03542
01/04/2004,55.1001,57.0999,49.5201,49.7001,3542700,15.40228
03/05/2004,49.7499,53.1,47.61,48.8001,5488500,15.12337
01/06/2004,48.9999,53.3001,48.3,52.7199,2976000,16.33813
01/07/2004,52.7199,52.8999,48.75,50.0901,2629800,15.52315
02/08/2004,50.25,50.9301,47.0901,49.2399,1740200,15.25967
01/09/2004,49.2399,52.5,49.2399,50.3001,2496100,15.58823
01/10/2004,50.3601,51.45,49.8,50.9799,3046400,15.7989
01/11/2004,50.9799,53.8599,50.3001,53.7,2778500,16.64187
01/12/2004,53.6001,59.6001,53.4801,58.5099,1992400,18.13248
03/01/2005,58.9101,60.6801,56.64,60.1401,1771500,18.63769
01/02/2005,60.1401,66.8001,60.1401,66.72,1663200,20.67683
01/03/2005,66.72,68.1501,59.0001,59.8401,1740400,18.54472
01/04/2005,60,60.96,55.5999,56.4999,1915400,17.50957
02/05/2005,56.4999,59.9001,55.7301,59.49,2356300,18.43622
01/06/2005,59.49,64.2099,59.25,64.1301,2259800,19.87421
01/07/2005,63.9999,69.9999,63.2001,68.7201,2155400,21.29667
01/08/2005,68.7201,75.33,68.7099,73.7301,2303400,22.84929
01/09/2005,73.7301,79.9599,73.7301,75.1401,1910400,23.28625
03/10/2005,75.60001,75.60001,69.6999,73.2399,1874500,22.69737
01/11/2005,73.7499,75.5001,71.3001,71.8701,2180600,22.27287
01/12/2005,72.14999,78.89999,71.39999,77.0799,1789000,23.88741
02/01/2006,77.0799,86.0001,77.0001,81.9999,2092200,25.41214
01/02/2006,81.89999,91.83,79.2,90.3699,2581600,28.00604
01/03/2006,90.75,101.49991,87.9801,99.45,3294600,30.82
03/04/2006,101.1999,103.9299,94.5999,102.50999,2325800,31.76831
02/05/2006,102.60001,107.00009,92.39999,96.98009,3472700,30.05457
01/06/2006,96.98009,100.4499,82.8,94.9101,2505800,29.41307
03/07/2006,95.9901,102.0999,88.5,96.3,2192900,29.8438
01/08/2006,96.3,103.62,95.0001,102.8199,1721800,31.86435
01/09/2006,101.49991,110.49991,99.3999,106.7601,1740300,33.08543
02/10/2006,106.5501,111.11011,101.7999,104.1501,2712200,32.27658
01/11/2006,104.00999,117.4101,104.00999,115.59,2988400,35.82186
04/12/2006,116.9901,127.8999,116.3001,125.16991,2129500,38.79071
02/01/2007,125.1999,133.1199,123,132.2601,2414700,40.988
01/02/2007,132.2601,146.4801,119.6499,123.6201,4933800,38.31042
01/03/2007,121.95,128.00009,114.8001,122.03011,6353400,37.81768
02/04/2007,123.3,128.19989,114.99001,117.8499,6818400,36.52221
02/05/2007,120.50009,128.7399,41.3,42.71,6584400,39.70806
01/06/2007,42.9,44.1,41.4,42.41,3483400,39.42915
02/07/2007,42.41,43.44,38.51,40.61,2859900,37.75566
01/08/2007,40.61,40.72,35.27,38.39,3607100,35.6917
03/09/2007,38.39,41.13,35.75,40.76,4090500,37.89512
